timestamp,value
16-04-2017 15,2.95
16-04-2017 16,3.81
16-04-2017 17,3.3
16-04-2017 18,1.76
16-04-2017 19,1.93
16-04-2017 20,3.35
16-04-2017 21,2.72
16-04-2017 22,3.6
16-04-2017 23,0.8
17-04-2017 0,0.44
17-04-2017 1,1.15
17-04-2017 2,0.3
17-04-2017 3,0.41
17-04-2017 4,0.68
17-04-2017 5,1.46
17-04-2017 6,4.08
17-04-2017 7,4.51
17-04-2017 8,5.73
17-04-2017 9,3.21
17-04-2017 10,1.61
17-04-2017 11,1.46
17-04-2017 12,0.79
17-04-2017 13,1.45
17-04-2017 14,1.32
17-04-2017 15,3.72
17-04-2017 16,2.61
17-04-2017 17,2.23
17-04-2017 18,3.05
17-04-2017 19,1.28
17-04-2017 20,0.58
17-04-2017 21,0.54
17-04-2017 22,1.53
17-04-2017 23,0.41
18-04-2017 0,1.25
18-04-2017 1,0.62
18-04-2017 2,1.17
18-04-2017 3,1.15
18-04-2017 4,1.79
18-04-2017 5,1.02
18-04-2017 6,4.67
18-04-2017 7,4.94
18-04-2017 8,5.53
18-04-2017 9,4.48
18-04-2017 10,4.34
18-04-2017 11,3.78
18-04-2017 12,2.02
18-04-2017 13,2.07
18-04-2017 14,1.25
18-04-2017 15,1.14
18-04-2017 16,2.29
18-04-2017 17,1.01
18-04-2017 18,1.67
18-04-2017 19,1.56
18-04-2017 20,1.76
18-04-2017 21,1.71
18-04-2017 22,2.86
18-04-2017 23,2.68
19-04-2017 0,0.55
19-04-2017 1,0.23
19-04-2017 2,0.25
19-04-2017 3,1.11
19-04-2017 4,0.6
19-04-2017 5,0.8
19-04-2017 6,4.29
19-04-2017 7,5.39
19-04-2017 8,4.72
19-04-2017 9,4.69
19-04-2017 10,2.98
19-04-2017 11,1.74
19-04-2017 12,1.66
19-04-2017 13,2.11
19-04-2017 14,2.55
19-04-2017 15,1.19
19-04-2017 16,1.49
19-04-2017 17,2.02
19-04-2017 18,1.4
19-04-2017 19,2.05
19-04-2017 20,1.29
19-04-2017 21,1.25
19-04-2017 22,1.57
19-04-2017 23,1.32
20-04-2017 0,0.38
20-04-2017 1,0.26
20-04-2017 2,0.26
20-04-2017 3,1.28
20-04-2017 4,0.76
20-04-2017 5,0.93
20-04-2017 6,4.05
20-04-2017 7,5.77
20-04-2017 8,4.48
20-04-2017 9,5.04
20-04-2017 10,3.72
20-04-2017 11,3.57
20-04-2017 12,3.5
20-04-2017 13,4.86
20-04-2017 14,3.24
20-04-2017 15,3.1
20-04-2017 16,4.01
20-04-2017 17,2.1
20-04-2017 18,2.01
20-04-2017 19,1.99
20-04-2017 20,1.53
20-04-2017 21,1.3
20-04-2017 22,2.18
20-04-2017 23,1.28
21-04-2017 0,0.51
21-04-2017 1,0.96
21-04-2017 2,0.3
21-04-2017 3,0.23
21-04-2017 4,0.58
21-04-2017 5,1.16
21-04-2017 6,3.41
21-04-2017 7,3.71
21-04-2017 8,4.82
21-04-2017 9,4.39
21-04-2017 10,4.28
21-04-2017 11,3.04
21-04-2017 12,2.32
21-04-2017 13,2.61
21-04-2017 14,2.45
21-04-2017 15,2.55
21-04-2017 16,2.84
21-04-2017 17,1.24
21-04-2017 18,1.09
21-04-2017 19,1.3
21-04-2017 20,2.98
21-04-2017 21,1.32
21-04-2017 22,1.98
21-04-2017 23,0.54
22-04-2017 0,1.26
22-04-2017 1,0.53
22-04-2017 2,0.41
22-04-2017 3,0.63
22-04-2017 4,1.58
22-04-2017 5,0.82
22-04-2017 6,4.06
22-04-2017 7,4.27
22-04-2017 8,4.91
22-04-2017 9,5.79
22-04-2017 10,3.82
22-04-2017 11,2.96
22-04-2017 12,1.48
22-04-2017 13,3.02
22-04-2017 14,1.28
22-04-2017 15,0.97
22-04-2017 16,1.7
22-04-2017 17,2.79
22-04-2017 18,3.27
22-04-2017 19,3.2
22-04-2017 20,0.76
22-04-2017 21,0.55
22-04-2017 22,1.42
22-04-2017 23,0.49
23-04-2017 0,0.55
23-04-2017 1,0.35
23-04-2017 2,1.03
23-04-2017 3,0.49
23-04-2017 4,0.64
23-04-2017 5,0.69
23-04-2017 6,4.2
23-04-2017 7,5.33
23-04-2017 8,5.21
23-04-2017 9,6.27
23-04-2017 10,4.92
23-04-2017 11,4.08
23-04-2017 12,2.22
23-04-2017 13,1.33
23-04-2017 14,1.16
23-04-2017 15,1.96
23-04-2017 16,2.66
23-04-2017 17,1.43
23-04-2017 18,2.15
23-04-2017 19,3.48
23-04-2017 20,2.05
23-04-2017 21,2.86
23-04-2017 22,2.3
23-04-2017 23,0.81
24-04-2017 0,0.79
24-04-2017 1,0.29
24-04-2017 2,0.99
24-04-2017 3,0.72
24-04-2017 4,1.09
24-04-2017 5,1.1
24-04-2017 6,4.45
24-04-2017 7,5.23
24-04-2017 8,4.9
24-04-2017 9,5.37
24-04-2017 10,4.1
24-04-2017 11,3.13
24-04-2017 12,3.38
24-04-2017 13,2.07
24-04-2017 14,1.77
24-04-2017 15,1.21
24-04-2017 16,2.09
24-04-2017 17,2.31
24-04-2017 18,1.09
24-04-2017 19,2.36
24-04-2017 20,1.26
24-04-2017 21,2.24
24-04-2017 22,1.83
24-04-2017 23,0.55
25-04-2017 0,1.48
25-04-2017 1,0.26
25-04-2017 2,1.09
25-04-2017 3,0.71
25-04-2017 4,0.7
25-04-2017 5,1.55
25-04-2017 6,4.64
25-04-2017 7,4.78
25-04-2017 8,5.78
25-04-2017 9,4.78
25-04-2017 10,3.93
25-04-2017 11,2.8
25-04-2017 12,4.14
25-04-2017 13,2.21
25-04-2017 14,1.35
25-04-2017 15,1.05
25-04-2017 16,1.78
25-04-2017 17,0.4
25-04-2017 18,0.3
25-04-2017 19,0.3
25-04-2017 20,1.22
25-04-2017 21,1.59
25-04-2017 22,2.39
25-04-2017 23,0.58
26-04-2017 0,0.9
26-04-2017 1,0.67
26-04-2017 2,0.26
26-04-2017 3,0.25
26-04-2017 4,0.6
26-04-2017 5,1.55
26-04-2017 6,4.44
26-04-2017 7,4.67
26-04-2017 8,5.65
26-04-2017 9,4.74
26-04-2017 10,2.51
26-04-2017 11,1.71
26-04-2017 12,2.98
26-04-2017 13,1.19
26-04-2017 14,1.01
26-04-2017 15,0.76
26-04-2017 16,1.14
26-04-2017 17,1.72
26-04-2017 18,0.93
26-04-2017 19,1.38
26-04-2017 20,1.34
26-04-2017 21,1.4
26-04-2017 22,1.95
26-04-2017 23,2.69
27-04-2017 0,0.44
27-04-2017 1,0.27
27-04-2017 2,0.97
27-04-2017 3,0.24
27-04-2017 4,1.21
27-04-2017 5,0.6
27-04-2017 6,4.08
27-04-2017 7,4.26
27-04-2017 8,5.21
27-04-2017 9,4.5
27-04-2017 10,4.2
27-04-2017 11,3.91
27-04-2017 12,3.24
27-04-2017 13,3.66
27-04-2017 14,2.51
27-04-2017 15,2.27
27-04-2017 16,2.79
27-04-2017 17,3.09
27-04-2017 18,3.09
27-04-2017 19,1.92
27-04-2017 20,2.1
27-04-2017 21,1.71
27-04-2017 22,1.13
27-04-2017 23,2.46
28-04-2017 0,0.56
28-04-2017 1,0.95
28-04-2017 2,0.24
28-04-2017 3,0.23
28-04-2017 4,0.32
28-04-2017 5,1.28
28-04-2017 6,3.81
28-04-2017 7,4.01
28-04-2017 8,4.5
28-04-2017 9,2.73
28-04-2017 10,2.96
28-04-2017 11,1.91
28-04-2017 12,2.36
28-04-2017 13,1.37
28-04-2017 14,1.18
28-04-2017 15,1.2
28-04-2017 16,1.9
28-04-2017 17,3.55
28-04-2017 18,2.06
28-04-2017 19,2.42
28-04-2017 20,4.02
28-04-2017 21,1.8
28-04-2017 22,2.8
28-04-2017 23,1.53
29-04-2017 0,0.46
29-04-2017 1,1.01
29-04-2017 2,0.21
29-04-2017 3,0.24
29-04-2017 4,1.33
29-04-2017 5,0.79
29-04-2017 6,4.2
29-04-2017 7,5.1
29-04-2017 8,4.52
29-04-2017 9,4.06
29-04-2017 10,4.01
29-04-2017 11,2.6
29-04-2017 12,1.99
29-04-2017 13,1.66
29-04-2017 14,2.86
29-04-2017 15,1.16
29-04-2017 16,1.73
29-04-2017 17,1.88
29-04-2017 18,3.36
29-04-2017 19,2.87
29-04-2017 20,0.91
29-04-2017 21,2.18
29-04-2017 22,2.77
29-04-2017 23,1.94
30-04-2017 0,0.51
30-04-2017 1,1.26
30-04-2017 2,0.27
30-04-2017 3,0.23
30-04-2017 4,1.07
30-04-2017 5,0.71
30-04-2017 6,3.98
30-04-2017 7,4.59
30-04-2017 8,4.57
30-04-2017 9,3.39
30-04-2017 10,1.58
30-04-2017 11,1.33
30-04-2017 12,1.6
30-04-2017 13,0.93
30-04-2017 14,1.52
30-04-2017 15,1.7
30-04-2017 16,1.86
30-04-2017 17,3.72
30-04-2017 18,0.97
30-04-2017 19,1.78
30-04-2017 20,2.22
30-04-2017 21,2.07
30-04-2017 22,1.6
30-04-2017 23,2.79
01-05-2017 0,1.37
01-05-2017 1,0.39
01-05-2017 2,0.27
01-05-2017 3,0.95
01-05-2017 4,0.48
01-05-2017 5,0.68
01-05-2017 6,3.42
01-05-2017 7,4.49
01-05-2017 8,3.06
01-05-2017 9,2.12
01-05-2017 10,2.28
01-05-2017 11,1.71
01-05-2017 12,1.73
01-05-2017 13,0.5
01-05-2017 14,0.53
01-05-2017 15,0.93
01-05-2017 16,0.85
01-05-2017 17,0.45
01-05-2017 18,0.66
01-05-2017 19,1.82
01-05-2017 20,1.54
01-05-2017 21,0.88
01-05-2017 22,0.69
01-05-2017 23,1.73
02-05-2017 0,0.32
02-05-2017 1,0.26
02-05-2017 2,1
02-05-2017 3,0.44
02-05-2017 4,0.53
02-05-2017 5,0.66
02-05-2017 6,4.33
02-05-2017 7,3.98
02-05-2017 8,4.77
02-05-2017 9,2.5
02-05-2017 10,1.43
02-05-2017 11,1.06
02-05-2017 12,1.72
02-05-2017 13,0.86
02-05-2017 14,0.7
02-05-2017 15,1.77
02-05-2017 16,1.89
02-05-2017 17,0.78
02-05-2017 18,1.14
02-05-2017 19,1.33
02-05-2017 20,0.95
02-05-2017 21,3.34
02-05-2017 22,4.07
02-05-2017 23,1.08
03-05-2017 0,0.51
03-05-2017 1,1.12
03-05-2017 2,0.26
03-05-2017 3,0.26
03-05-2017 4,0.24
03-05-2017 5,1.03
03-05-2017 6,2.29
03-05-2017 7,2.6
03-05-2017 8,2.77
03-05-2017 9,1.17
03-05-2017 10,1.36
03-05-2017 11,1.15
03-05-2017 12,0.6
03-05-2017 13,0.53
03-05-2017 14,1.46
03-05-2017 15,0.52
03-05-2017 16,0.52
03-05-2017 17,0.58
03-05-2017 18,0.96
03-05-2017 19,0.7
03-05-2017 20,1.86
03-05-2017 21,1.66
03-05-2017 22,1.4
03-05-2017 23,2.79
04-05-2017 0,2.07
04-05-2017 1,0.27
04-05-2017 2,0.33
04-05-2017 3,0.27
04-05-2017 4,1.01
04-05-2017 5,0.41
04-05-2017 6,2.9
04-05-2017 7,4.22
04-05-2017 8,4.2
04-05-2017 9,1.34
04-05-2017 10,0.87
04-05-2017 11,1.5
04-05-2017 12,0.65
04-05-2017 13,1.29
04-05-2017 14,0.49
04-05-2017 15,1.94
04-05-2017 16,2.74
04-05-2017 17,0.77
04-05-2017 18,2.12
04-05-2017 19,0.63
04-05-2017 20,0.62
04-05-2017 21,1.35
04-05-2017 22,0.66
04-05-2017 23,1.49
05-05-2017 0,1.17
05-05-2017 1,0.92
05-05-2017 2,0.3
05-05-2017 3,0.26
05-05-2017 4,1.02
05-05-2017 5,0.42
05-05-2017 6,3.03
05-05-2017 7,4.13
05-05-2017 8,2.66
05-05-2017 9,2.44
05-05-2017 10,1.69
05-05-2017 11,0.7
05-05-2017 12,0.55
05-05-2017 13,1.19
05-05-2017 14,0.47
05-05-2017 15,0.42
05-05-2017 16,0.44
05-05-2017 17,1.86
05-05-2017 18,2.08
05-05-2017 19,3.37
05-05-2017 20,3.53
05-05-2017 21,0.76
05-05-2017 22,0.62
05-05-2017 23,0.58
06-05-2017 0,1.38
06-05-2017 1,0.62
06-05-2017 2,0.39
06-05-2017 3,0.36
06-05-2017 4,0.38
06-05-2017 5,1.13
06-05-2017 6,1.86
06-05-2017 7,2.1
06-05-2017 8,2.16
06-05-2017 9,1.08
06-05-2017 10,1.26
06-05-2017 11,1.2
06-05-2017 12,0.19
06-05-2017 13,0.2
06-05-2017 14,0.18
06-05-2017 15,0.81
06-05-2017 16,0.18
06-05-2017 17,0.18
06-05-2017 18,0.18
06-05-2017 19,0.17
06-05-2017 20,1
06-05-2017 21,0.18
06-05-2017 22,0.18
06-05-2017 23,0.19
07-05-2017 0,0.21
07-05-2017 1,0.22
07-05-2017 2,0.99
07-05-2017 3,0.21
07-05-2017 4,0.28
07-05-2017 5,0.33
07-05-2017 6,1.85
07-05-2017 7,2.14
07-05-2017 8,2.58
07-05-2017 9,0.84
07-05-2017 10,0.58
07-05-2017 11,0.46
07-05-2017 12,0.39
07-05-2017 13,0.37
07-05-2017 14,0.32
07-05-2017 15,0.28
07-05-2017 16,1.19
07-05-2017 17,0.22
07-05-2017 18,0.21
07-05-2017 19,0.45
07-05-2017 20,0.67
07-05-2017 21,0.95
07-05-2017 22,1.71
07-05-2017 23,0.4
08-05-2017 0,0.3
08-05-2017 1,0.27
08-05-2017 2,0.26
08-05-2017 3,0.27
08-05-2017 4,1.3
08-05-2017 5,0.9
08-05-2017 6,3.27
08-05-2017 7,3.74
08-05-2017 8,4.37
08-05-2017 9,4.19
08-05-2017 10,3.29
08-05-2017 11,2.92
08-05-2017 12,2.68
08-05-2017 13,2.16
08-05-2017 14,2.15
08-05-2017 15,1.07
08-05-2017 16,1.21
08-05-2017 17,1.16
08-05-2017 18,1.65
08-05-2017 19,1.4
08-05-2017 20,2.79
08-05-2017 21,2.5
08-05-2017 22,1.18
08-05-2017 23,0.57
09-05-2017 0,1.75
09-05-2017 1,0.28
09-05-2017 2,0.91
09-05-2017 3,0.23
09-05-2017 4,0.44
09-05-2017 5,1.05
09-05-2017 6,4
09-05-2017 7,3.95
09-05-2017 8,4.74
09-05-2017 9,3.08
09-05-2017 10,2.07
09-05-2017 11,2.08
09-05-2017 12,1.03
09-05-2017 13,0.69
09-05-2017 14,0.55
09-05-2017 15,0.78
09-05-2017 16,1.17
09-05-2017 17,0.69
09-05-2017 18,0.74
09-05-2017 19,0.76
09-05-2017 20,1.54
09-05-2017 21,0.73
09-05-2017 22,1.24
09-05-2017 23,2.59
10-05-2017 0,0.43
10-05-2017 1,0.26
10-05-2017 2,0.25
10-05-2017 3,1.23
10-05-2017 4,0.64
10-05-2017 5,0.7
10-05-2017 6,3.93
10-05-2017 7,5.33
10-05-2017 8,4.66
10-05-2017 9,4.4
10-05-2017 10,4.87
10-05-2017 11,3.59
10-05-2017 12,3.79
10-05-2017 13,3.41
10-05-2017 14,1.96
10-05-2017 15,2.01
10-05-2017 16,0.66
10-05-2017 17,0.49
10-05-2017 18,0.44
10-05-2017 19,1.32
10-05-2017 20,0.73
10-05-2017 21,0.69
10-05-2017 22,0.7
10-05-2017 23,1.31
11-05-2017 0,0.35
11-05-2017 1,0.24
11-05-2017 2,0.48
11-05-2017 3,1.02
11-05-2017 4,0.56
11-05-2017 5,0.65
11-05-2017 6,3.82
11-05-2017 7,5.09
11-05-2017 8,4.59
11-05-2017 9,4.35
11-05-2017 10,3.82
11-05-2017 11,3.76
11-05-2017 12,2.25
11-05-2017 13,1.62
11-05-2017 14,1.15
11-05-2017 15,0.97
11-05-2017 16,2.14
11-05-2017 17,2.68
11-05-2017 18,0.98
11-05-2017 19,0.89
11-05-2017 20,2.56
11-05-2017 21,1.35
11-05-2017 22,1.14
11-05-2017 23,0.62
12-05-2017 0,1.2
12-05-2017 1,0.44
12-05-2017 2,0.29
12-05-2017 3,1.02
12-05-2017 4,0.5
12-05-2017 5,0.54
12-05-2017 6,3.2
12-05-2017 7,4.49
12-05-2017 8,3.51
12-05-2017 9,2.69
12-05-2017 10,1.95
12-05-2017 11,1.55
12-05-2017 12,1.79
12-05-2017 13,1.77
12-05-2017 14,0.52
12-05-2017 15,0.39
12-05-2017 16,0.72
12-05-2017 17,0.59
12-05-2017 18,1.39
12-05-2017 19,0.59
12-05-2017 20,0.67
12-05-2017 21,2.1
12-05-2017 22,1.56
12-05-2017 23,1.63
13-05-2017 0,1.86
13-05-2017 1,0.31
13-05-2017 2,0.29
13-05-2017 3,0.46
13-05-2017 4,0.96
13-05-2017 5,0.47
13-05-2017 6,2.86
13-05-2017 7,3.94
13-05-2017 8,3.74
13-05-2017 9,3.37
13-05-2017 10,3.75
13-05-2017 11,2.33
13-05-2017 12,2.01
13-05-2017 13,1.52
13-05-2017 14,2.48
13-05-2017 15,2.13
13-05-2017 16,2.34
13-05-2017 17,2.78
13-05-2017 18,3.99
13-05-2017 19,1.36
13-05-2017 20,1.63
13-05-2017 21,1.63
13-05-2017 22,0.68
13-05-2017 23,0.64
14-05-2017 0,0.59
14-05-2017 1,0.79
14-05-2017 2,0.78
14-05-2017 3,0.3
14-05-2017 4,0.38
14-05-2017 5,0.55
14-05-2017 6,2.63
14-05-2017 7,3.77
14-05-2017 8,3.16
14-05-2017 9,3.06
14-05-2017 10,2.56
14-05-2017 11,3.01
14-05-2017 12,1.76
14-05-2017 13,1.47
14-05-2017 14,1.87
14-05-2017 15,0.68
14-05-2017 16,1.77
14-05-2017 17,3.13
14-05-2017 18,2.45
14-05-2017 19,0.86
14-05-2017 20,1.31
14-05-2017 21,1.37
14-05-2017 22,1.5
14-05-2017 23,0.52
15-05-2017 0,1.1
15-05-2017 1,0.27
15-05-2017 2,0.26
15-05-2017 3,0.29
15-05-2017 4,1.16
15-05-2017 5,0.64
15-05-2017 6,2.24
15-05-2017 7,3.24
15-05-2017 8,3.86
15-05-2017 9,2.73
15-05-2017 10,3.02
15-05-2017 11,2.48
15-05-2017 12,1
15-05-2017 13,0.39
15-05-2017 14,1.04
15-05-2017 15,0.28
15-05-2017 16,1.38
15-05-2017 17,1.11
15-05-2017 18,0.84
15-05-2017 19,0.89
15-05-2017 20,2.26
15-05-2017 21,0.69
15-05-2017 22,2.08
15-05-2017 23,3.19
16-05-2017 0,1.41
16-05-2017 1,0.91
16-05-2017 2,0.46
16-05-2017 3,0.27
16-05-2017 4,0.34
16-05-2017 5,1.26
16-05-2017 6,1.84
16-05-2017 7,2.16
16-05-2017 8,3.27
16-05-2017 9,2.65
16-05-2017 10,4.18
16-05-2017 11,2.59
16-05-2017 12,2.37
16-05-2017 13,2.52
16-05-2017 14,1.59
16-05-2017 15,1.46
16-05-2017 16,1.65
16-05-2017 17,2.06
16-05-2017 18,2.85
16-05-2017 19,2.54
16-05-2017 20,2.49
16-05-2017 21,1.39
16-05-2017 22,2.76
16-05-2017 23,3.59
17-05-2017 0,2.28
17-05-2017 1,0.32
17-05-2017 2,1.01
17-05-2017 3,0.26
17-05-2017 4,0.32
17-05-2017 5,0.46
17-05-2017 6,3.27
17-05-2017 7,2.85
17-05-2017 8,4.65
17-05-2017 9,3.83
17-05-2017 10,1.87
17-05-2017 11,1.85
17-05-2017 12,0.8
17-05-2017 13,0.54
17-05-2017 14,0.71
17-05-2017 15,1.44
17-05-2017 16,0.34
17-05-2017 17,0.35
17-05-2017 18,0.35
17-05-2017 19,0.45
17-05-2017 20,1.62
17-05-2017 21,0.89
17-05-2017 22,0.62
17-05-2017 23,1.48
18-05-2017 0,1.46
18-05-2017 1,0.57
18-05-2017 2,0.75
18-05-2017 3,0.25
18-05-2017 4,0.45
18-05-2017 5,0.8
18-05-2017 6,2.5
18-05-2017 7,2.17
18-05-2017 8,3.18
18-05-2017 9,2.17
18-05-2017 10,2.07
18-05-2017 11,1.94
18-05-2017 12,2.66
18-05-2017 13,1.94
18-05-2017 14,2.41
18-05-2017 15,2.58
18-05-2017 16,2.09
18-05-2017 17,1.43
18-05-2017 18,0.78
18-05-2017 19,1.65
18-05-2017 20,1.3
18-05-2017 21,0.82
18-05-2017 22,0.66
18-05-2017 23,2.06
19-05-2017 0,0.45
19-05-2017 1,0.79
19-05-2017 2,0.59
19-05-2017 3,0.41
19-05-2017 4,0.38
19-05-2017 5,0.9
19-05-2017 6,2.91
19-05-2017 7,2.39
19-05-2017 8,1.95
19-05-2017 9,0.66
19-05-2017 10,0.55
19-05-2017 11,1.51
19-05-2017 12,1.66
19-05-2017 13,0.6
19-05-2017 14,0.56
19-05-2017 15,0.64
19-05-2017 16,1.36
19-05-2017 17,1.16
19-05-2017 18,1.59
19-05-2017 19,0.7
19-05-2017 20,0.84
19-05-2017 21,1.79
19-05-2017 22,0.51
19-05-2017 23,1.67
20-05-2017 0,0.6
20-05-2017 1,0.53
20-05-2017 2,0.91
20-05-2017 3,0.27
20-05-2017 4,0.28
20-05-2017 5,0.99
20-05-2017 6,1.69
20-05-2017 7,2.01
20-05-2017 8,2.27
20-05-2017 9,4.7
20-05-2017 10,4.25
20-05-2017 11,4.07
20-05-2017 12,4.32
20-05-2017 13,2.31
20-05-2017 14,3.34
20-05-2017 15,2.7
20-05-2017 16,6.1
20-05-2017 17,3.55
20-05-2017 18,4.39
20-05-2017 19,3.12
20-05-2017 20,1.85
20-05-2017 21,1.73
20-05-2017 22,1.72
20-05-2017 23,1.65
21-05-2017 0,0.66
21-05-2017 1,1.45
21-05-2017 2,0.74
21-05-2017 3,0.51
21-05-2017 4,1.21
21-05-2017 5,0.59
21-05-2017 6,2.94
21-05-2017 7,3.22
21-05-2017 8,3.04
21-05-2017 9,3.89
21-05-2017 10,4.46
21-05-2017 11,2.91
21-05-2017 12,4.07
21-05-2017 13,1.95
21-05-2017 14,1.33
21-05-2017 15,0.66
21-05-2017 16,1.12
21-05-2017 17,1.04
21-05-2017 18,2.27
21-05-2017 19,1.1
21-05-2017 20,2
21-05-2017 21,1.59
21-05-2017 22,1.19
21-05-2017 23,1.3
22-05-2017 0,1.9
22-05-2017 1,0.27
22-05-2017 2,0.26
22-05-2017 3,0.46
22-05-2017 4,0.79
22-05-2017 5,0.59
22-05-2017 6,2.36
22-05-2017 7,2.99
22-05-2017 8,3.45
22-05-2017 9,2.96
22-05-2017 10,3.13
22-05-2017 11,1.93
22-05-2017 12,1.43
22-05-2017 13,0.96
22-05-2017 14,1.38
22-05-2017 15,0.71
22-05-2017 16,1.69
22-05-2017 17,1.35
22-05-2017 18,1.56
22-05-2017 19,0.66
22-05-2017 20,0.65
22-05-2017 21,0.81
22-05-2017 22,1
22-05-2017 23,1.02
23-05-2017 0,1.36
23-05-2017 1,0.36
23-05-2017 2,0.29
23-05-2017 3,0.27
23-05-2017 4,0.46
23-05-2017 5,0.9
23-05-2017 6,1.79
23-05-2017 7,2.26
23-05-2017 8,3.1
23-05-2017 9,3.81
23-05-2017 10,2.15
23-05-2017 11,1.68
23-05-2017 12,2
23-05-2017 13,1.01
23-05-2017 14,1.01
23-05-2017 15,0.98
23-05-2017 16,2.1
23-05-2017 17,1.37
23-05-2017 18,1.26
23-05-2017 19,1.9
23-05-2017 20,1.05
23-05-2017 21,1.51
23-05-2017 22,1.85
23-05-2017 23,1.18
24-05-2017 0,0.63
24-05-2017 1,0.25
24-05-2017 2,0.25
24-05-2017 3,0.57
24-05-2017 4,1.32
24-05-2017 5,0.72
24-05-2017 6,3.64
24-05-2017 7,2.95
24-05-2017 8,2.62
24-05-2017 9,3.22
24-05-2017 10,4.41
24-05-2017 11,2.28
24-05-2017 12,1.07
24-05-2017 13,0.53
24-05-2017 14,0.64
24-05-2017 15,1.27
24-05-2017 16,1
24-05-2017 17,1.41
24-05-2017 18,0.98
24-05-2017 19,0.7
24-05-2017 20,1.42
24-05-2017 21,0.46
24-05-2017 22,1.18
24-05-2017 23,0.55
25-05-2017 0,0.96
25-05-2017 1,0.58
25-05-2017 2,0.28
25-05-2017 3,0.25
25-05-2017 4,0.37
25-05-2017 5,0.73
25-05-2017 6,2.19
25-05-2017 7,1.92
25-05-2017 8,1.99
25-05-2017 9,2.59
25-05-2017 10,2.66
25-05-2017 11,1.94
25-05-2017 12,1.83
25-05-2017 13,0.58
25-05-2017 14,0.43
25-05-2017 15,0.43
25-05-2017 16,1.73
25-05-2017 17,1.65
25-05-2017 18,0.72
25-05-2017 19,1.01
25-05-2017 20,0.97
25-05-2017 21,2.48
25-05-2017 22,2.2
25-05-2017 23,1.44
26-05-2017 0,2.04
26-05-2017 1,1.44
26-05-2017 2,0.52
26-05-2017 3,0.29
26-05-2017 4,0.93
26-05-2017 5,0.23
26-05-2017 6,1.2
26-05-2017 7,1.47
26-05-2017 8,1.88
26-05-2017 9,1.54
26-05-2017 10,2.06
26-05-2017 11,0.98
26-05-2017 12,1.27
26-05-2017 13,0.74
26-05-2017 14,1.21
26-05-2017 15,0.58
26-05-2017 16,0.31
26-05-2017 17,0.79
26-05-2017 18,1.81
26-05-2017 19,0.64
26-05-2017 20,1.99
26-05-2017 21,1.89
26-05-2017 22,1.14
26-05-2017 23,2.08
27-05-2017 0,0.78
27-05-2017 1,1.05
27-05-2017 2,1.09
27-05-2017 3,0.25
27-05-2017 4,1.2
27-05-2017 5,0.18
27-05-2017 6,0.17
27-05-2017 7,0.91
27-05-2017 8,0.17
27-05-2017 9,0.16
27-05-2017 10,0.17
27-05-2017 11,0.17
27-05-2017 12,0.99
27-05-2017 13,0.18
27-05-2017 14,0.18
27-05-2017 15,0.18
27-05-2017 16,0.16
27-05-2017 17,0.17
27-05-2017 18,0.5
27-05-2017 19,0.8
27-05-2017 20,0.17
27-05-2017 21,0.17
27-05-2017 22,0.18
27-05-2017 23,0.18
28-05-2017 0,0.22
28-05-2017 1,0.21
28-05-2017 2,1.24
28-05-2017 3,0.23
28-05-2017 4,0.19
28-05-2017 5,0.19
28-05-2017 6,0.17
28-05-2017 7,0.18
28-05-2017 8,0.17
28-05-2017 9,0.17
28-05-2017 10,1.27
28-05-2017 11,0.17
28-05-2017 12,0.16
28-05-2017 13,0.17
28-05-2017 14,0.18
28-05-2017 15,0.16
28-05-2017 16,0.17
28-05-2017 17,0.16
28-05-2017 18,1.15
28-05-2017 19,0.35
28-05-2017 20,0.16
28-05-2017 21,0.17
28-05-2017 22,0.16
28-05-2017 23,0.18
29-05-2017 0,0.21
29-05-2017 1,0.2
29-05-2017 2,0.21
29-05-2017 3,1.36
29-05-2017 4,0.21
29-05-2017 5,0.17
29-05-2017 6,0.17
29-05-2017 7,0.16
29-05-2017 8,0.17
29-05-2017 9,0.16
29-05-2017 10,0.16
29-05-2017 11,0.17
29-05-2017 12,1.37
29-05-2017 13,0.16
29-05-2017 14,0.17
29-05-2017 15,0.17
29-05-2017 16,0.17
29-05-2017 17,0.17
29-05-2017 18,0.16
29-05-2017 19,0.24
29-05-2017 20,0.19
29-05-2017 21,1.37
29-05-2017 22,0.16
29-05-2017 23,0.18
30-05-2017 0,0.21
30-05-2017 1,0.21
30-05-2017 2,0.21
30-05-2017 3,0.2
30-05-2017 4,0.22
30-05-2017 5,0.52
30-05-2017 6,1.03
30-05-2017 7,0.16
30-05-2017 8,0.16
30-05-2017 9,0.17
30-05-2017 10,0.15
30-05-2017 11,0.16
30-05-2017 12,0.17
30-05-2017 13,0.16
30-05-2017 14,0.56
30-05-2017 15,0.96
30-05-2017 16,0.16
30-05-2017 17,0.16
30-05-2017 18,0.16
30-05-2017 19,0.16
30-05-2017 20,0.17
30-05-2017 21,0.16
30-05-2017 22,0.16
30-05-2017 23,1.06
31-05-2017 0,0.51
31-05-2017 1,0.2
31-05-2017 2,0.21
31-05-2017 3,0.2
31-05-2017 4,0.2
31-05-2017 5,0.19
31-05-2017 6,0.16
31-05-2017 7,0.15
31-05-2017 8,1.36
31-05-2017 9,0.16
31-05-2017 10,0.15
31-05-2017 11,0.16
